Date,Close,Volume,Ticker
2022-09-30,576.9376220703125,477030.0,MC.PA
2022-10-03,574.6691284179688,391198.0,MC.PA
2022-10-04,611.3421020507812,574934.0,MC.PA
2022-10-05,602.3628540039062,386410.0,MC.PA
2022-10-06,600.283447265625,227173.0,MC.PA
2022-10-07,584.3099975585938,398908.0,MC.PA
2022-10-10,577.0320434570312,332168.0,MC.PA
2022-10-11,577.0320434570312,335449.0,MC.PA
2022-10-12,587.8071899414062,471430.0,MC.PA
2022-10-13,583.6483764648438,546414.0,MC.PA
2022-10-14,590.92626953125,446629.0,MC.PA
2022-10-17,602.7410278320312,288699.0,MC.PA
2022-10-18,601.2286987304688,278773.0,MC.PA
2022-10-19,590.7371215820312,265234.0,MC.PA
2022-10-20,599.2437744140625,360047.0,MC.PA
2022-10-21,596.8807983398438,369381.0,MC.PA
2022-10-24,601.0396118164062,324512.0,MC.PA
2022-10-25,621.9280395507812,356513.0,MC.PA
2022-10-26,626.654052734375,383180.0,MC.PA
2022-10-27,619.470703125,417211.0,MC.PA
2022-10-28,613.705078125,333069.0,MC.PA
2022-10-31,603.9697265625,311885.0,MC.PA
2022-11-01,615.1227416992188,246959.0,MC.PA
2022-11-02,601.7958374023438,368720.0,MC.PA
2022-11-03,595.463134765625,282102.0,MC.PA
2022-11-04,629.6785278320312,716225.0,MC.PA
2022-11-07,620.0377197265625,388944.0,MC.PA
2022-11-08,621.45556640625,303787.0,MC.PA
2022-11-09,621.9280395507812,256498.0,MC.PA
2022-11-10,649.1492919921875,533108.0,MC.PA
2022-11-11,667.4857788085938,625109.0,MC.PA
2022-11-14,662.2872924804688,375821.0,MC.PA
2022-11-15,665.595458984375,307155.0,MC.PA
2022-11-16,660.3023681640625,367391.0,MC.PA
2022-11-17,658.60107421875,324395.0,MC.PA
2022-11-18,659.92431640625,553905.0,MC.PA
2022-11-21,660.9640502929688,302141.0,MC.PA
2022-11-22,659.6408081054688,281532.0,MC.PA
2022-11-23,663.4215698242188,231994.0,MC.PA
2022-11-24,663.705078125,245547.0,MC.PA
2022-11-25,661.814697265625,312997.0,MC.PA
2022-11-28,660.3969116210938,374156.0,MC.PA
2022-11-29,663.5159301757812,294301.0,MC.PA
2022-11-30,696.8809204101562,1688007.0,MC.PA
2022-12-01,686.12744140625,392901.0,MC.PA
2022-12-02,680.703125,366917.0,MC.PA
2022-12-05,679.9417724609375,291430.0,MC.PA
2022-12-06,679.6563110351562,347705.0,MC.PA
2022-12-07,678.3240356445312,336309.0,MC.PA
2022-12-08,684.2241821289062,279248.0,MC.PA
2022-12-09,685.461181640625,310103.0,MC.PA
2022-12-12,681.5596313476562,318952.0,MC.PA
2022-12-13,691.5517578125,433319.0,MC.PA
2022-12-14,692.2178344726562,380723.0,MC.PA
2022-12-15,667.6656494140625,563990.0,MC.PA
2022-12-16,660.2429809570312,921702.0,MC.PA
2022-12-19,654.057373046875,336655.0,MC.PA
2022-12-20,649.8702392578125,355736.0,MC.PA
2022-12-21,658.0542602539062,352533.0,MC.PA
2022-12-22,650.9169921875,273558.0,MC.PA
2022-12-23,641.2102661132812,241292.0,MC.PA
2022-12-27,656.817138671875,249850.0,MC.PA
2022-12-28,653.3911743164062,196630.0,MC.PA
2022-12-29,662.8123779296875,198655.0,MC.PA
2022-12-30,647.0153198242188,272368.0,MC.PA
2023-01-02,660.5285034179688,194703.0,MC.PA
2023-01-03,668.8076782226562,316482.0,MC.PA
2023-01-04,702.3051147460938,570725.0,MC.PA
2023-01-05,693.1694946289062,327709.0,MC.PA
2023-01-06,712.5828247070312,318415.0,MC.PA
2023-01-09,722.8604125976562,486846.0,MC.PA
2023-01-10,719.7200317382812,327475.0,MC.PA
2023-01-11,734.9462280273438,450736.0,MC.PA
2023-01-12,736.2785034179688,462249.0,MC.PA
2023-01-13,747.3174438476562,375528.0,MC.PA
2023-01-16,754.3594970703125,278890.0,MC.PA
2023-01-17,758.8321533203125,388436.0,MC.PA
2023-01-18,763.114501953125,425156.0,MC.PA
2023-01-19,739.0382080078125,493048.0,MC.PA
2023-01-20,744.9383544921875,430218.0,MC.PA
2023-01-23,749.98193359375,244069.0,MC.PA
2023-01-24,756.35791015625,325598.0,MC.PA
2023-01-25,753.9788208007812,282357.0,MC.PA
2023-01-26,762.8290405273438,308282.0,MC.PA
2023-01-27,762.258056640625,508869.0,MC.PA
2023-01-30,760.1643676757812,296812.0,MC.PA
2023-01-31,761.306396484375,334681.0,MC.PA
2023-02-01,757.0240478515625,292831.0,MC.PA
2023-02-02,769.9662475585938,403666.0,MC.PA
2023-02-03,789.284423828125,505251.0,MC.PA
2023-02-06,774.819580078125,289604.0,MC.PA
2023-02-07,768.3485717773438,340198.0,MC.PA
2023-02-08,761.4014892578125,319321.0,MC.PA
2023-02-09,770.0614013671875,275408.0,MC.PA
2023-02-10,759.0224609375,395687.0,MC.PA
2023-02-13,771.1082153320312,244265.0,MC.PA
2023-02-14,771.298583984375,263811.0,MC.PA
2023-02-15,782.8132934570312,378844.0,MC.PA
2023-02-16,783.4794311523438,314812.0,MC.PA
2023-02-17,778.8164672851562,439757.0,MC.PA
2023-02-20,774.2485961914062,168536.0,MC.PA
2023-02-21,769.7760009765625,264826.0,MC.PA
2023-02-22,770.346923828125,289482.0,MC.PA
2023-02-23,769.87109375,273432.0,MC.PA
2023-02-24,739.7042846679688,839007.0,MC.PA
2023-02-27,756.35791015625,312317.0,MC.PA
2023-02-28,750.8384399414062,440118.0,MC.PA
2023-03-01,753.8837280273438,379198.0,MC.PA
2023-03-02,765.3984375,350482.0,MC.PA
2023-03-03,775.676025390625,302048.0,MC.PA
2023-03-06,785.0972290039062,333821.0,MC.PA
2023-03-07,776.627685546875,307546.0,MC.PA
2023-03-08,771.2034301757812,306714.0,MC.PA
2023-03-09,766.2549438476562,305905.0,MC.PA
2023-03-10,763.7806396484375,424800.0,MC.PA
2023-03-13,743.8916015625,656071.0,MC.PA
2023-03-14,761.7822265625,471562.0,MC.PA
2023-03-15,737.2301025390625,658997.0,MC.PA
2023-03-16,762.9242553710938,600374.0,MC.PA
2023-03-17,749.2206420898438,932225.0,MC.PA
2023-03-20,765.5886840820312,447024.0,MC.PA
2023-03-21,767.682373046875,294749.0,MC.PA
2023-03-22,775.4857788085938,256456.0,MC.PA
2023-03-23,781.100341796875,277171.0,MC.PA
2023-03-24,774.058349609375,375369.0,MC.PA
2023-03-27,777.484130859375,307155.0,MC.PA
2023-03-28,774.819580078125,331452.0,MC.PA
2023-03-29,782.2423095703125,399785.0,MC.PA
2023-03-30,787.00048828125,335213.0,MC.PA
2023-03-31,803.5589599609375,482929.0,MC.PA
2023-04-03,803.2733764648438,263789.0,MC.PA
2023-04-04,809.8397216796875,298342.0,MC.PA
2023-04-05,803.7492065429688,337453.0,MC.PA
2023-04-06,788.9988403320312,369459.0,MC.PA
2023-04-11,800.0379028320312,386327.0,MC.PA
2023-04-12,796.1361694335938,355214.0,MC.PA
2023-04-13,841.1484375,567492.0,MC.PA
2023-04-14,849.617919921875,390098.0,MC.PA
2023-04-17,831.3466186523438,411960.0,MC.PA
2023-04-18,835.0579833984375,337609.0,MC.PA
2023-04-19,842.1952514648438,234283.0,MC.PA
2023-04-20,853.1389770507812,372465.0,MC.PA
2023-04-21,857.5164794921875,409312.0,MC.PA
2023-04-24,858.3729858398438,319706.0,MC.PA
2023-04-25,853.002197265625,287091.0,MC.PA
2023-04-26,839.5751342773438,426044.0,MC.PA
2023-04-27,841.2055053710938,301676.0,MC.PA
2023-04-28,835.3551025390625,460819.0,MC.PA
2023-05-02,833.1492309570312,351365.0,MC.PA
2023-05-03,843.2195434570312,256993.0,MC.PA
2023-05-04,837.9447021484375,323073.0,MC.PA
2023-05-05,841.0137329101562,320258.0,MC.PA
2023-05-08,848.3026123046875,211356.0,MC.PA
2023-05-09,844.3704833984375,270905.0,MC.PA
2023-05-10,836.6019897460938,272477.0,MC.PA
2023-05-11,851.2758178710938,280895.0,MC.PA
2023-05-12,849.1658325195312,341785.0,MC.PA
2023-05-15,845.0418090820312,213429.0,MC.PA
2023-05-16,840.1505126953125,279007.0,MC.PA
2023-05-17,838.615966796875,237058.0,MC.PA
2023-05-18,836.793701171875,270438.0,MC.PA
2023-05-19,838.5201416015625,322885.0,MC.PA
2023-05-22,842.2604370117188,259639.0,MC.PA
2023-05-23,800.0611572265625,548567.0,MC.PA
2023-05-24,783.6609497070312,580209.0,MC.PA
2023-05-25,789.703125,451526.0,MC.PA
2023-05-26,808.9805297851562,402885.0,MC.PA
2023-05-29,805.623779296875,170807.0,MC.PA
2023-05-30,801.7874755859375,350267.0,MC.PA
2023-05-31,780.5919189453125,859625.0,MC.PA
2023-06-01,772.8233642578125,437556.0,MC.PA
2023-06-02,796.896240234375,407227.0,MC.PA
2023-06-05,780.687744140625,304374.0,MC.PA
2023-06-06,779.057373046875,337035.0,MC.PA
2023-06-07,779.4409790039062,252880.0,MC.PA
2023-06-08,784.524169921875,185796.0,MC.PA
2023-06-09,786.4422607421875,236130.0,MC.PA
2023-06-12,800.6365966796875,262387.0,MC.PA
2023-06-13,807.446044921875,292795.0,MC.PA
2023-06-14,815.2145385742188,277579.0,MC.PA
2023-06-15,809.17236328125,243104.0,MC.PA
